source_row	uniprot_A	uniprot_B	label	a_sequence	b_sequence	a_length	b_length	a_within_max_length	b_within_max_length	decision	reason
2093	Q38935	Q8RXW0	negative	True	False	153		True	False	removed	sequence_missing_B
2094	Q38937	Q9FJ77	negative	True	True	196	346	True	True	kept	both_sequences_available_within_max_length
2095	Q38960	Q9LUA2	negative	True	True	346	332	True	True	kept	both_sequences_available_within_max_length
2096	Q38970	Q8GYQ9	negative	True	True	2254	453	False	True	removed	sequence_A_exceeds_max_length
2097	Q38997	Q9FXF2-2	negative	True	False	512		True	False	removed	sequence_missing_B
2098	Q38998	Q9SEI4	negative	True	True	857	408	True	True	kept	both_sequences_available_within_max_length
2099	Q39008	Q9SAD4	negative	True	True	608	328	True	True	kept	both_sequences_available_within_max_length
2100	Q39009	Q944J2	negative	True	True	344	401	True	True	kept	both_sequences_available_within_max_length
2101	Q39041	Q8S397	negative	True	False	664		True	False	removed	sequence_missing_B
2102	Q39065	Q8L837	negative	True	True	170	397	True	True	kept	both_sequences_available_within_max_length
2103	Q39065	Q9SSK9	negative	True	True	170	335	True	True	kept	both_sequences_available_within_max_length
2104	Q39079	Q8VYD4	negative	True	True	538	867	True	True	kept	both_sequences_available_within_max_length
2105	Q39083	Q9FKH1	negative	True	True	206	446	True	True	kept	both_sequences_available_within_max_length
2106	Q39132	Q8GWE6	negative	True	True	155	413	True	True	kept	both_sequences_available_within_max_length
2107	Q39132	Q9T0A8	negative	True	True	155	187	True	True	kept	both_sequences_available_within_max_length
2108	Q39142	Q8RWA2	negative	True	False	266		True	False	removed	sequence_missing_B
2109	Q39161	Q8RY08	negative	True	False	586		True	False	removed	sequence_missing_B
2110	Q39173	Q9FZ76	negative	True	True	343	233	True	True	kept	both_sequences_available_within_max_length
2111	Q39194	Q9M9S4	negative	True	True	133	728	True	True	kept	both_sequences_available_within_max_length
2112	Q39211	Q9ZRE2	negative	True	True	319	205	True	True	kept	both_sequences_available_within_max_length
2113	Q39212	Q9XF92	negative	True	True	319	170	True	True	kept	both_sequences_available_within_max_length
2114	Q39216	Q8LAK5	negative	True	True	385	88	True	True	kept	both_sequences_available_within_max_length
2115	Q39221	Q3E9B8	negative	True	True	393	624	True	True	kept	both_sequences_available_within_max_length
2116	Q39221	Q9C524	negative	True	True	393	384	True	True	kept	both_sequences_available_within_max_length
2117	Q39233	Q8L5Y2	negative	True	True	279	471	True	True	kept	both_sequences_available_within_max_length
2118	Q39241	Q5PP28	negative	True	True	118	394	True	True	kept	both_sequences_available_within_max_length
2119	Q39262	Q8VYW7	negative	True	True	235	1180	True	False	removed	sequence_B_exceeds_max_length
2120	Q3E7I5	Q9SV15-2	negative	True	False	788		True	False	removed	sequence_missing_B
2121	Q3E875	Q9C9U2	negative	True	True	376	398	True	True	kept	both_sequences_available_within_max_length
2122	Q3E922	Q9LUN5	negative	True	True	156	398	True	True	kept	both_sequences_available_within_max_length
2123	Q3E958	Q9LX93	negative	True	True	189	301	True	True	kept	both_sequences_available_within_max_length
2124	Q3EAF9-2	Q9STR4	negative	False	True		447	False	True	removed	sequence_missing_A
2125	Q3EAV6	Q8RWV3	negative	True	False	111		True	False	removed	sequence_missing_B
2126	Q3EB02	Q8GUK8	negative	True	True	128	469	True	True	kept	both_sequences_available_within_max_length
2127	Q3EBC8	Q9SJ67	negative	True	True	1388	189	False	True	removed	sequence_A_exceeds_max_length
2128	Q3EBD3	Q944N8	negative	True	True	505	418	True	True	kept	both_sequences_available_within_max_length
2129	Q3EBQ3	Q8L467	negative	True	True	807	283	True	True	kept	both_sequences_available_within_max_length
2130	Q3EC11	Q500V6	negative	True	True	536	534	True	True	kept	both_sequences_available_within_max_length
2131	Q3EC11	Q6NLE5	negative	True	True	536	187	True	True	kept	both_sequences_available_within_max_length
2132	Q3EC11	Q8GWD1	negative	True	True	536	170	True	True	kept	both_sequences_available_within_max_length
2133	Q3EC60	Q9SCR0	negative	True	True	312	542	True	True	kept	both_sequences_available_within_max_length
2134	Q3EC92	Q9C5Z2	negative	True	True	62	337	True	True	kept	both_sequences_available_within_max_length
2135	Q3ECB8	Q9SK47	negative	True	True	467	445	True	True	kept	both_sequences_available_within_max_length
2136	Q3ECS5	Q9S6Z7	negative	True	True	116	324	True	True	kept	both_sequences_available_within_max_length
2137	Q41906	Q8VZ38	negative	True	True	125	299	True	True	kept	both_sequences_available_within_max_length
2138	Q41931	Q67ZF6	negative	True	True	320	224	True	True	kept	both_sequences_available_within_max_length
2139	Q41931	Q9LHN2	negative	True	True	320	274	True	True	kept	both_sequences_available_within_max_length
2140	Q41932	Q9LFP7	negative	True	True	230	493	True	True	kept	both_sequences_available_within_max_length
2141	Q41932	Q9LMM5	negative	True	True	230	369	True	True	kept	both_sequences_available_within_max_length
2142	Q42029	Q9LXB9	negative	True	True	263	280	True	True	kept	both_sequences_available_within_max_length
2143	Q42093	Q8RWD9	negative	True	False	1623		False	False	removed	sequence_missing_B
2144	Q42290	Q8H1S5	negative	True	True	531	475	True	True	kept	both_sequences_available_within_max_length
2145	Q42328	Q84ME1	negative	True	True	89	378	True	True	kept	both_sequences_available_within_max_length
2146	Q42344	Q941C0	negative	True	True	138	105	True	True	kept	both_sequences_available_within_max_length
2147	Q42381	Q8GXN7	negative	True	True	403	298	True	True	kept	both_sequences_available_within_max_length
2148	Q42396	Q8L5R3	negative	True	True	490	1254	True	False	removed	sequence_B_exceeds_max_length
2149	Q42580	Q9FJF5	negative	True	True	327	423	True	True	kept	both_sequences_available_within_max_length
2150	Q42583	Q9C525	negative	True	True	400	524	True	True	kept	both_sequences_available_within_max_length
2151	Q42593	Q9M2S7	negative	True	True	426	190	True	True	kept	both_sequences_available_within_max_length
2152	Q42601	Q9LTM0	negative	True	True	1187	501	False	True	removed	sequence_A_exceeds_max_length
2153	Q42602	Q9M439	negative	True	True	506	388	True	True	kept	both_sequences_available_within_max_length
2154	Q42605	Q9M337	negative	True	True	351	82	True	True	kept	both_sequences_available_within_max_length
2155	Q43127	Q9S836	negative	True	True	430	483	True	True	kept	both_sequences_available_within_max_length
2156	Q43295	Q9C8J8	negative	True	True	276	678	True	True	kept	both_sequences_available_within_max_length
2157	Q43386	Q9FWR4	negative	True	True	204	213	True	True	kept	both_sequences_available_within_max_length
2158	Q43870	Q940P5	negative	True	True	476	221	True	True	kept	both_sequences_available_within_max_length
2159	Q4FE47	Q9SJA7	negative	True	True	462	416	True	True	kept	both_sequences_available_within_max_length
2160	Q4PL95	Q93XN8	negative	True	True	276	423	True	True	kept	both_sequences_available_within_max_length
2161	Q4PSE2	Q9SUK8	negative	True	True	187	179	True	True	kept	both_sequences_available_within_max_length
2162	Q4PSU4	Q9LYA5	negative	True	True	264	256	True	True	kept	both_sequences_available_within_max_length
2163	Q4V3B8	Q9FG05	negative	True	True	540	191	True	True	kept	both_sequences_available_within_max_length
2164	Q4V3B8	Q9LT81	negative	True	True	540	386	True	True	kept	both_sequences_available_within_max_length
2165	Q500X1	Q6NMB6	negative	True	True	241	344	True	True	kept	both_sequences_available_within_max_length
2166	Q501F9	Q9FGK5	negative	True	True	370	221	True	True	kept	both_sequences_available_within_max_length
2167	Q56X95	Q9LEV3	negative	True	True	355	206	True	True	kept	both_sequences_available_within_max_length
2168	Q56XE4	Q9M5A9	negative	True	True	207	388	True	True	kept	both_sequences_available_within_max_length
2169	Q56XU4	Q5PP38	negative	True	True	413	470	True	True	kept	both_sequences_available_within_max_length
2170	Q56XY2	Q9LX86	negative	True	True	298	170	True	True	kept	both_sequences_available_within_max_length
2171	Q56YA5	Q7DLR9	negative	True	True	401	246	True	True	kept	both_sequences_available_within_max_length
2172	Q56YW9	Q9C4Z8	negative	True	True	450	176	True	True	kept	both_sequences_available_within_max_length
2173	Q56Z59	Q6NQA8	negative	True	True	490	488	True	True	kept	both_sequences_available_within_max_length
2174	Q56Z59	Q9CA98	negative	True	True	490	240	True	True	kept	both_sequences_available_within_max_length
2175	Q56Z59	Q9FGQ7	negative	True	True	490	367	True	True	kept	both_sequences_available_within_max_length
2176	Q56ZZ7	Q9FX53	negative	True	True	546	406	True	True	kept	both_sequences_available_within_max_length
2177	Q5BPT7	Q9SDY5	negative	True	True	291	184	True	True	kept	both_sequences_available_within_max_length
2178	Q5M731	Q9M367	negative	True	True	522	517	True	True	kept	both_sequences_available_within_max_length
2179	Q5PP28	Q93ZY2	negative	True	True	394	548	True	True	kept	both_sequences_available_within_max_length
2180	Q5S2C4	Q9SGV6	negative	True	True	1425	334	False	True	removed	sequence_A_exceeds_max_length
2181	Q5UBY2	Q9SJH8	negative	True	True	687	293	True	True	kept	both_sequences_available_within_max_length
2182	Q5XEV4	Q9LDL7	negative	True	True	345	490	True	True	kept	both_sequences_available_within_max_length
2183	Q5XEV6	Q9M2K8	negative	True	True	308	256	True	True	kept	both_sequences_available_within_max_length
2184	Q5XF32	Q9C794	negative	True	True	409	350	True	True	kept	both_sequences_available_within_max_length
2185	Q5XF35	Q9LZQ9	negative	True	True	408	726	True	True	kept	both_sequences_available_within_max_length
2186	Q5XPJ6	Q9LTI0	negative	True	True	1170	396	False	True	removed	sequence_A_exceeds_max_length
2187	Q5XPJ9	Q9C508	negative	True	True	1399	390	False	True	removed	sequence_A_exceeds_max_length
2188	Q5XPJ9	Q9FMX0	negative	True	True	1399	263	False	True	removed	sequence_A_exceeds_max_length
2189	Q5XV52	Q9LZ41	negative	True	True	526	123	True	True	kept	both_sequences_available_within_max_length
2190	Q5XXE7	Q6NLB7	negative	True	True	246	150	True	True	kept	both_sequences_available_within_max_length
2191	Q5XXL4	Q8W4A3	negative	True	True	250	253	True	True	kept	both_sequences_available_within_max_length
2192	Q67XJ2	Q9FZ47	negative	True	True	176	290	True	True	kept	both_sequences_available_within_max_length
2193	Q67XT7	Q9FH75	negative	True	True	189	860	True	True	kept	both_sequences_available_within_max_length
2194	Q67XX3	Q94C69	negative	True	True	502	301	True	True	kept	both_sequences_available_within_max_length
2195	Q67Y93	Q9FME2	negative	True	True	191	460	True	True	kept	both_sequences_available_within_max_length
2196	Q67YI6	Q94A76	negative	True	True	411	820	True	True	kept	both_sequences_available_within_max_length
2197	Q682T9	Q9LIA8	negative	True	True	149	480	True	True	kept	both_sequences_available_within_max_length
2198	Q682V0	Q9ZPR7	negative	True	True	264	390	True	True	kept	both_sequences_available_within_max_length
2199	Q683D5	Q9SIW1	negative	True	True	400	482	True	True	kept	both_sequences_available_within_max_length
2200	Q6AWS7	Q6XL73	negative	True	True	251	414	True	True	kept	both_sequences_available_within_max_length
2201	Q6DBF6	Q9SKW5	negative	True	True	165	314	True	True	kept	both_sequences_available_within_max_length
2202	Q6E248	Q9FIJ0	negative	True	True	76	921	True	True	kept	both_sequences_available_within_max_length
2203	Q6ID77	Q9FFH0	negative	True	True	115	386	True	True	kept	both_sequences_available_within_max_length
2204	Q6IDL4	Q9ASQ6-3	negative	True	False	217		True	False	removed	sequence_missing_B
2205	Q6IDS6	Q9SX77	negative	True	True	323	257	True	True	kept	both_sequences_available_within_max_length
2206	Q6J9Q2	Q9S7L6	negative	True	True	348	706	True	True	kept	both_sequences_available_within_max_length
2207	Q6LA43	Q9SIC8	negative	True	True	535	199	True	True	kept	both_sequences_available_within_max_length
2208	Q6NLB0	Q9SCQ6	negative	True	True	237	452	True	True	kept	both_sequences_available_within_max_length
2209	Q6NLQ6	Q8RX71	negative	True	False	538		True	False	removed	sequence_missing_B
2210	Q6NM15	Q9C5A9	negative	True	True	162	559	True	True	kept	both_sequences_available_within_max_length
2211	Q6NM17	Q9FT76	negative	True	True	345	164	True	True	kept	both_sequences_available_within_max_length
2212	Q6NNH1	Q9SF92	negative	True	True	387	205	True	True	kept	both_sequences_available_within_max_length
2213	Q6NNI3	Q9LZH9	negative	True	True	190	256	True	True	kept	both_sequences_available_within_max_length
2214	Q6NNP0	Q84WG0	negative	True	True	509	545	True	True	kept	both_sequences_available_within_max_length
2215	Q6NPD8	Q8GWT9	negative	True	True	201	63	True	True	kept	both_sequences_available_within_max_length
2216	Q6NPF4	Q9LW74	negative	True	True	219	93	True	True	kept	both_sequences_available_within_max_length
2217	Q6NPF9	Q8L7G8	negative	True	True	172	300	True	True	kept	both_sequences_available_within_max_length
2218	Q6NPM7	Q9M1U2	negative	True	True	163	204	True	True	kept	both_sequences_available_within_max_length
2219	Q6NQJ7	Q9C9F0	negative	True	True	732	374	True	True	kept	both_sequences_available_within_max_length
2220	Q6R0A6	Q9LNT9	negative	True	True	294	163	True	True	kept	both_sequences_available_within_max_length
2221	Q6R0C4	Q8W4N1	negative	True	True	249	563	True	True	kept	both_sequences_available_within_max_length
2222	Q6R0E4	Q9SV20	negative	True	True	390	948	True	True	kept	both_sequences_available_within_max_length
2223	Q6S591	Q9M0F7	negative	True	True	253	415	True	True	kept	both_sequences_available_within_max_length
2224	Q6S592	Q9FH18	negative	True	True	207	509	True	True	kept	both_sequences_available_within_max_length
2225	Q6S799	Q9C5J7	negative	True	True	195	485	True	True	kept	both_sequences_available_within_max_length
2226	Q700D2	Q8L4H0	negative	True	True	503	500	True	True	kept	both_sequences_available_within_max_length
2227	Q700E3	Q940I0	negative	True	True	263	439	True	True	kept	both_sequences_available_within_max_length
2228	Q700E4	Q9M0F9	negative	True	True	358	473	True	True	kept	both_sequences_available_within_max_length
2229	Q7G8V2	Q9M1X4	negative	True	True	206	153	True	True	kept	both_sequences_available_within_max_length
2230	Q7X659	Q9SD94	negative	True	True	787	405	True	True	kept	both_sequences_available_within_max_length
2231	Q7X6T3	Q9SQT9	negative	True	True	188	125	True	True	kept	both_sequences_available_within_max_length
2232	Q7X9H9	Q9SK87	negative	True	True	289	386	True	True	kept	both_sequences_available_within_max_length
2233	Q7XJ62	Q9LY28	negative	True	True	101	479	True	True	kept	both_sequences_available_within_max_length
2234	Q7XJK7	Q9LFK6	negative	True	True	218	99	True	True	kept	both_sequences_available_within_max_length
2235	Q7XJL1	Q9SR07	negative	True	True	223	330	True	True	kept	both_sequences_available_within_max_length
2236	Q7XYY2-1	Q9LT56	negative	False	True		356	False	True	removed	sequence_missing_A
2237	Q84J71	Q84TK1	negative	True	True	463	458	True	True	kept	both_sequences_available_within_max_length
2238	Q84JF0	Q9LHP2	negative	True	True	310	262	True	True	kept	both_sequences_available_within_max_length
2239	Q84JF0	Q9SPK4	negative	True	True	310	284	True	True	kept	both_sequences_available_within_max_length
2240	Q84JI2	Q9STS3	negative	True	True	138	579	True	True	kept	both_sequences_available_within_max_length
2241	Q84JJ0	Q9M0X8	negative	True	True	250	298	True	True	kept	both_sequences_available_within_max_length
2242	Q84JP1	Q9FIW9	negative	True	True	190	334	True	True	kept	both_sequences_available_within_max_length
2243	Q84JR3	Q9FXG8	negative	True	True	492	538	True	True	kept	both_sequences_available_within_max_length
2244	Q84JY3	Q9M0I7	negative	True	True	238	648	True	True	kept	both_sequences_available_within_max_length
2245	Q84K84	Q9FDX9	negative	True	True	201	98	True	True	kept	both_sequences_available_within_max_length
2246	Q84LG2	Q8RWW1	negative	True	False	389		True	False	removed	sequence_missing_B
2247	Q84LG2	Q9SZD4	negative	True	True	389	443	True	True	kept	both_sequences_available_within_max_length
2248	Q84MD8	Q9C944	negative	True	True	379	134	True	True	kept	both_sequences_available_within_max_length
2249	Q84N34	Q8H1F4	negative	True	True	358	181	True	True	kept	both_sequences_available_within_max_length
2250	Q84P25	Q8VZJ1	negative	True	True	565	379	True	True	kept	both_sequences_available_within_max_length
2251	Q84R09	Q8VYL4	negative	True	True	233	546	True	True	kept	both_sequences_available_within_max_length
2252	Q84R15	Q84TK3	negative	True	True	1196	152	False	True	removed	sequence_A_exceeds_max_length
2253	Q84RD1	Q9LTM3	negative	True	True	112	502	True	True	kept	both_sequences_available_within_max_length
2254	Q84TD4	U5LV24	negative	True	False	275		True	False	removed	sequence_missing_B
2255	Q84TD6	Q9LJD8	negative	True	True	359	1368	True	False	removed	sequence_B_exceeds_max_length
2256	Q84TF7	Q94BQ3	negative	True	True	104	757	True	True	kept	both_sequences_available_within_max_length
2257	Q84VW3	Q8RXL7	negative	True	False	204		True	False	removed	sequence_missing_B
2258	Q84VW5	Q8LBP4	negative	True	True	151	462	True	True	kept	both_sequences_available_within_max_length
2259	Q84W01	Q9FUA4	negative	True	True	121	373	True	True	kept	both_sequences_available_within_max_length
2260	Q84W01	Q9SMW7	negative	True	True	121	165	True	True	kept	both_sequences_available_within_max_length
2261	Q84WG0	Q9LQW3	negative	True	True	545	168	True	True	kept	both_sequences_available_within_max_length
2262	Q84WP6	Q9SZF7	negative	True	True	365	531	True	True	kept	both_sequences_available_within_max_length
2263	Q84WU2	Q9FYE6	negative	True	True	1115	240	False	True	removed	sequence_A_exceeds_max_length
2264	Q84WU9	Q96293	negative	True	True	596	377	True	True	kept	both_sequences_available_within_max_length
2265	Q84WW1	Q9LVC8	negative	True	True	422	288	True	True	kept	both_sequences_available_within_max_length
2266	Q84XF3	Q9FVC1-2	negative	True	False	610		True	False	removed	sequence_missing_B
2267	Q8GTS1	Q9SAU2	negative	True	True	227	281	True	True	kept	both_sequences_available_within_max_length
2268	Q8GUM1	Q8VYK7	negative	True	True	714	121	True	True	kept	both_sequences_available_within_max_length
2269	Q8GV05	Q9FFR9	negative	True	True	106	810	True	True	kept	both_sequences_available_within_max_length
2270	Q8GV05	Q9FWT2	negative	True	True	106	161	True	True	kept	both_sequences_available_within_max_length
2271	Q8GW19	Q8VZR8	negative	True	True	311	496	True	True	kept	both_sequences_available_within_max_length
2272	Q8GW19	Q9MAT6	negative	True	True	311	448	True	True	kept	both_sequences_available_within_max_length
2273	Q8GW49	Q93VQ7	negative	True	True	116	136	True	True	kept	both_sequences_available_within_max_length
2274	Q8GWC7	Q9LXF3	negative	True	True	102	187	True	True	kept	both_sequences_available_within_max_length
2275	Q8GWE1	Q9SZB3	negative	True	True	234	344	True	True	kept	both_sequences_available_within_max_length
2276	Q8GWF1	Q9C5I3	negative	True	True	289	166	True	True	kept	both_sequences_available_within_max_length
2277	Q8GWJ6	Q94BX4	negative	True	True	119	447	True	True	kept	both_sequences_available_within_max_length
2278	Q8GWK2	Q8L8Z1	negative	True	True	428	190	True	True	kept	both_sequences_available_within_max_length
2279	Q8GWU7	Q9SKC1	negative	True	True	94	457	True	True	kept	both_sequences_available_within_max_length
2280	Q8GX26	Q9C8W5	negative	True	True	371	225	True	True	kept	both_sequences_available_within_max_length
2281	Q8GX78	Q94K07	negative	True	True	541	374	True	True	kept	both_sequences_available_within_max_length
2282	Q8GXD2	Q8L467	negative	True	True	175	283	True	True	kept	both_sequences_available_within_max_length
2283	Q8GXD9	Q9SXS2	negative	True	True	644	631	True	True	kept	both_sequences_available_within_max_length
2284	Q8GXE6	Q9LZM8	negative	True	True	888	575	True	True	kept	both_sequences_available_within_max_length
2285	Q8GXN6	Q9CAP8	negative	True	True	219	691	True	True	kept	both_sequences_available_within_max_length
2286	Q8GXP4	Q9FGP3	negative	True	True	436	383	True	True	kept	both_sequences_available_within_max_length
2287	Q8GXT3	Q93VK7	negative	True	True	454	178	True	True	kept	both_sequences_available_within_max_length
2288	Q8GXW6	Q9LV09	negative	True	True	482	304	True	True	kept	both_sequences_available_within_max_length
2289	Q8GXX7	Q9SF47	negative	True	True	397	904	True	True	kept	both_sequences_available_within_max_length
2290	Q8GXZ7	Q8W4K5	negative	True	True	78	498	True	True	kept	both_sequences_available_within_max_length
2291	Q8GY25	Q8RY37	negative	True	False	268		True	False	removed	sequence_missing_B
2292	Q8GY88	Q9SR71	negative	True	True	300	539	True	True	kept	both_sequences_available_within_max_length
2293	Q8GYA2	Q9XI98	negative	True	True	278	206	True	True	kept	both_sequences_available_within_max_length
2294	Q8GYD2	Q945P2	negative	True	True	230	195	True	True	kept	both_sequences_available_within_max_length
2295	Q8GYN2	Q9SA19	negative	True	True	99	277	True	True	kept	both_sequences_available_within_max_length
2296	Q8GYQ9	Q8L5Z2	negative	True	True	453	96	True	True	kept	both_sequences_available_within_max_length
2297	Q8GYT3	Q9SR93	negative	True	True	55	509	True	True	kept	both_sequences_available_within_max_length
2298	Q8GYU3	Q9FFJ0	negative	True	True	1465	130	False	True	removed	sequence_A_exceeds_max_length
2299	Q8H0V5	Q9FH63	negative	True	True	354	306	True	True	kept	both_sequences_available_within_max_length
2300	Q8H104	Q93XW9	negative	True	True	532	306	True	True	kept	both_sequences_available_within_max_length
2301	Q8H107	Q9SD88	negative	True	True	464	107	True	True	kept	both_sequences_available_within_max_length
2302	Q8H116	Q9FLX5	negative	True	True	572	589	True	True	kept	both_sequences_available_within_max_length
2303	Q8H125	Q9FNM5	negative	True	True	597	681	True	True	kept	both_sequences_available_within_max_length
2304	Q8H133	Q9M089	negative	True	False	525		True	False	removed	sequence_missing_B
2305	Q8H175	Q9FJZ3	negative	True	True	522	431	True	True	kept	both_sequences_available_within_max_length
2306	Q8H181	Q93VV0	negative	True	True	619	286	True	True	kept	both_sequences_available_within_max_length
2307	Q8H1D2	Q93VT9	negative	True	True	182	220	True	True	kept	both_sequences_available_within_max_length
2308	Q8H1D9	Q9C5E5	negative	True	True	605	509	True	True	kept	both_sequences_available_within_max_length
2309	Q8H1E5	Q9SJJ0	negative	True	True	783	255	True	True	kept	both_sequences_available_within_max_length
2310	Q8H1F1	Q9S9U3	negative	True	True	562	957	True	True	kept	both_sequences_available_within_max_length
2311	Q8H1F4	Q9LYD7	negative	True	True	181	314	True	True	kept	both_sequences_available_within_max_length
2312	Q8H1F4	Q9M053	negative	True	True	181	293	True	True	kept	both_sequences_available_within_max_length
2313	Q8H1G5	Q9FMV7	negative	True	True	404	510	True	True	kept	both_sequences_available_within_max_length
2314	Q8H1R4	Q9C9I0	negative	True	True	271	164	True	True	kept	both_sequences_available_within_max_length
2315	Q8H2D5	Q9FM16	negative	True	True	672	268	True	True	kept	both_sequences_available_within_max_length
2316	Q8L3T0	Q9SJT7	negative	True	True	244	821	True	True	kept	both_sequences_available_within_max_length
2317	Q8L3Z8	Q9SZQ5	negative	True	True	483	321	True	True	kept	both_sequences_available_within_max_length
2318	Q8L402	Q9LS08	negative	True	True	381	344	True	True	kept	both_sequences_available_within_max_length
2319	Q8L4J2	Q9SN97	negative	True	True	429	838	True	True	kept	both_sequences_available_within_max_length
2320	Q8L4R0	Q9M9N9	negative	True	True	350	368	True	True	kept	both_sequences_available_within_max_length
2321	Q8L586	Q8RXF8	negative	True	False	287		True	False	removed	sequence_missing_B
2322	Q8L586	Q9LFH6	negative	True	True	287	299	True	True	kept	both_sequences_available_within_max_length
2323	Q8L5W8	Q9T031	negative	True	True	416	375	True	True	kept	both_sequences_available_within_max_length
2324	Q8L5Y4	Q93V43	negative	True	True	1509	365	False	True	removed	sequence_A_exceeds_max_length
2325	Q8L616	Q9SMX3	negative	True	True	497	274	True	True	kept	both_sequences_available_within_max_length
2326	Q8L708	Q9SKH9	negative	True	True	409	336	True	True	kept	both_sequences_available_within_max_length
2327	Q8L736	Q8LPI7	negative	True	False	467		True	False	removed	sequence_missing_B
2328	Q8L736	Q9LD37	negative	True	True	467	764	True	True	kept	both_sequences_available_within_max_length
2329	Q8L736	Q9M658	negative	True	True	467	2001	True	False	removed	sequence_B_exceeds_max_length
2330	Q8L770	Q96321	negative	True	True	330	532	True	True	kept	both_sequences_available_within_max_length
2331	Q8L793	Q9LQI9	negative	True	True	587	419	True	True	kept	both_sequences_available_within_max_length
2332	Q8L7E2	Q8VXU9	negative	True	True	98	278	True	True	kept	both_sequences_available_within_max_length
2333	Q8L7F2	Q9M4A1	negative	True	True	325	383	True	True	kept	both_sequences_available_within_max_length
2334	Q8L7G0	Q8LG64	negative	True	False	665		True	False	removed	sequence_missing_B
2335	Q8L7G2	Q9SXZ2-2	negative	True	False	171		True	False	removed	sequence_missing_B
2336	Q8L7H4	Q9FME4	negative	True	True	709	521	True	True	kept	both_sequences_available_within_max_length
2337	Q8L7K9	Q9FUS9	negative	True	True	607	227	True	True	kept	both_sequences_available_within_max_length
2338	Q8L7L8	Q940G3	negative	True	True	578	127	True	True	kept	both_sequences_available_within_max_length
2339	Q8L7N4	Q9FFD3	negative	True	True	343	597	True	True	kept	both_sequences_available_within_max_length
2340	Q8L7U7	Q9MAP3	negative	True	True	229	222	True	True	kept	both_sequences_available_within_max_length
2341	Q8L7W0	Q9SR06	negative	True	True	351	444	True	True	kept	both_sequences_available_within_max_length
2342	Q8L7Y8	Q9FYC2	negative	True	True	1313	537	False	True	removed	sequence_A_exceeds_max_length
2343	Q8L7Z3	Q9XII4	negative	True	True	272	231	True	True	kept	both_sequences_available_within_max_length
2344	Q8L7Z3	Q9ZPV7	negative	True	True	272	221	True	True	kept	both_sequences_available_within_max_length
2345	Q8L866	Q9FJ00	negative	True	True	776	307	True	True	kept	both_sequences_available_within_max_length
2346	Q8L866	Q9LSY0	negative	True	True	776	125	True	True	kept	both_sequences_available_within_max_length
2347	Q8L8Q3	Q9S7D1	negative	True	True	159	808	True	True	kept	both_sequences_available_within_max_length
2348	Q8L8Q3	Q9SZL5	negative	True	True	159	302	True	True	kept	both_sequences_available_within_max_length
2349	Q8LA96	Q9FLQ2	negative	True	True	313	448	True	True	kept	both_sequences_available_within_max_length
2350	Q8LA96	Q9SZ65	negative	True	True	313	306	True	True	kept	both_sequences_available_within_max_length
2351	Q8LAA6	Q9SLD4	negative	True	True	287	178	True	True	kept	both_sequences_available_within_max_length
2352	Q8LAD4	Q9LF57	negative	True	True	188	149	True	True	kept	both_sequences_available_within_max_length
2353	Q8LAH7	Q9C8F7	negative	True	True	372	112	True	True	kept	both_sequences_available_within_max_length
2354	Q8LAI1	Q8VXZ7	negative	True	True	275	437	True	True	kept	both_sequences_available_within_max_length
2355	Q8LAK5	Q940Y1	negative	True	True	88	721	True	True	kept	both_sequences_available_within_max_length
2356	Q8LAL2	Q9ASX9	negative	True	True	269	251	True	True	kept	both_sequences_available_within_max_length
2357	Q8LB02	Q9C595	negative	True	True	280	251	True	True	kept	both_sequences_available_within_max_length
2358	Q8LB17	Q9FEF7	negative	True	True	403	216	True	True	kept	both_sequences_available_within_max_length
2359	Q8LB60	Q9LQ96	negative	True	True	221	255	True	True	kept	both_sequences_available_within_max_length
2360	Q8LB88	Q8LG92	negative	True	False	433		True	False	removed	sequence_missing_B
2361	Q8LB88	Q9LVS0	negative	True	True	433	365	True	True	kept	both_sequences_available_within_max_length
2362	Q8LBB2	Q9C525	negative	True	True	424	524	True	True	kept	both_sequences_available_within_max_length
2363	Q8LBH4	Q945Q1	negative	True	True	256	101	True	True	kept	both_sequences_available_within_max_length
2364	Q8LBH4	Q9XIR8	negative	True	True	256	74	True	True	kept	both_sequences_available_within_max_length
2365	Q8LCG7	Q9FRL8	negative	True	True	199	213	True	True	kept	both_sequences_available_within_max_length
2366	Q8LCH5	Q9C6A1	negative	True	True	154	445	True	True	kept	both_sequences_available_within_max_length
2367	Q8LCT3	Q94CK0	negative	True	True	236	480	True	True	kept	both_sequences_available_within_max_length
2368	Q8LCY3	Q9FN37	negative	True	True	106	1036	True	False	removed	sequence_B_exceeds_max_length
2369	Q8LD46	Q9LV75	negative	True	True	154	113	True	True	kept	both_sequences_available_within_max_length
2370	Q8LE43	Q8VXV7	negative	False	True		844	False	True	removed	sequence_missing_A
2371	Q8LE94	Q9FGL2	negative	False	True		250	False	True	removed	sequence_missing_A
2372	Q8LEB2	Q94BR1	negative	False	True		702	False	True	removed	sequence_missing_A
2373	Q8LEB2	Q9SV09	negative	False	True		540	False	True	removed	sequence_missing_A
2374	Q8LEM7	Q8VYQ4	negative	False	True		348	False	True	removed	sequence_missing_A
2375	Q8LF21	Q9LJ45	negative	False	True		210	False	True	removed	sequence_missing_A
2376	Q8LF80	Q94C27	negative	False	True		351	False	True	removed	sequence_missing_A
