uniprot_A	uniprot_B	locus_A	locus_B	label	interaction_type	miscore_max	n_evidences	methods
Q682T9	Q9FHN8	At2g27030	At5g65930	positive	MI:0407	0.56	2	MI:0049;MI:0401
Q6AWX6	Q94JY4	At2g34150	At2g22640	positive	MI:0407	0.59	2	MI:0007;MI:0018
Q6BDA0	Q9LN63	At5g04240	At1g19350	positive	MI:0407	0.54	3	MI:0096;MI:0809
Q6NKS4	Q6NKS4	At5g47110	At5g47110	positive	MI:0407	0.6	3	MI:0107;MI:0112;MI:1247
Q6NKS4	Q9CA67	At5g47110	At1g74470	positive	MI:0407	0.52	2	MI:0112;MI:0809
Q6NKS4	Q9SYX1	At5g47110	At4g17600	positive	MI:0407	0.6	3	MI:0107;MI:0112;MI:1247
Q6NLQ6	Q9M7Q2	At3g57530	At3g19290	positive	MI:0407	0.6	4	MI:0018;MI:0096;MI:0424
Q6NPE9	Q8L7W3	At4g33690	At2g29210	positive	MI:0407	0.53	2	MI:0096;MI:0397
Q6NPM7	Q94AX2		At5g39790	positive	MI:0407	0.53	2	MI:0096;MI:0397
Q6TLJ2	Q9LYN8	At4g24972	At5g07280	positive	MI:0407	0.6	4	MI:0007;MI:0018;MI:0096
Q70E96	Q9S744	At4g36250	At3g51920	positive	MI:0407	0.44	1	MI:0089
Q75QN6	Q9C5C0	At5g23720	At1g53510	positive	MI:0407	0.59	3	MI:0018;MI:0434;MI:0809
Q7DMA9	Q94F58	At3g54010	At5g22290	positive	MI:0407	0.63	6	MI:0018;MI:0055;MI:0096;MI:0663
Q7FRS8	Q9LDI3	At4g33000	At5g35410	positive	MI:0407	0.72	5	MI:0018;MI:0096;MI:0809
Q7G8V2	Q9SSW0	At1g74890	At5g43170	positive	MI:0407	0.53	2	MI:0018;MI:0096
Q7X9H6	Q9S744	At3g30260	At3g51920	positive	MI:0407	0.44	1	MI:0089
Q7X9N2	Q9S744	At5g27070	At3g51920	positive	MI:0407	0.44	1	MI:0089
Q7X9V2	Q9FHW2	At3g12810	At5g37055	positive	MI:0407	0.66	4	MI:0007;MI:0018;MI:0096
Q7XJK8	Q9S744	At1g65300	At3g51920	positive	MI:0407	0.44	1	MI:0089
Q7Y1C4	Q9FL96	At5g01630	At5g45010	positive	MI:0407	0.53	2	MI:0007;MI:0018
Q7Y1C4	Q9XIR8	At5g01630	At1g64750	positive	MI:0407	0.53	2	MI:0007;MI:0018
Q7Y1C5	Q9XIR8	At4g00020/At4g00010	At1g64750	positive	MI:0407	0.53	2	MI:0007;MI:0018
Q84JC2	Q9S744	At4g18650	At3g51920	positive	MI:0407	0.44	1	MI:0089
Q84JG2	Q9CAJ0	At2g33610	At1g72770	positive	MI:0407	0.58	4	MI:0007;MI:0018;MI:0809
Q84JG2	Q9XI07	At2g33610	At1g21700	positive	MI:0407	0.65	4	MI:0018;MI:0096
Q84JQ4	Q9CA89	At2g07040	At1g79860	positive	MI:0407	0.41	1	MI:0112
Q84JU4	Q8GYQ5	At2g04550	At2g46070	positive	MI:0407	0.64	8	MI:0006;MI:0018;MI:0096;MI:0434
Q84JU6	Q9LSE2	At2g39810	At3g26744	positive	MI:0407	0.58	3	MI:0018;MI:0096;MI:0809
Q84KJ5	Q84KJ5	At5g24850	At5g24850	positive	MI:0407	0.44	1	MI:0114
Q84LH3	Q9FQ08	At4g13870	At1g16970	positive	MI:0407	0.44	2	MI:0096
Q84LH3	Q9FQ09	At4g13870	At1g48050	positive	MI:0407	0.44	2	MI:0096
Q84LH8	Q9FE22	At3g59060	At1g02340	positive	MI:0407	0.59	3	MI:0007;MI:0019;MI:0809
Q84MB2	Q84VX3	At4g32570	At5g11030	positive	MI:0407	0.53	3	MI:0096;MI:0397
Q84MB2	Q9SV55	At4g32570	At4g28910	positive	MI:0407	0.67	6	MI:0018;MI:0397;MI:1112;MI:1356
Q84VQ1	Q944A6	At5g21170	At1g09020	positive	MI:0407	0.76	20	MI:0004;MI:0007;MI:0018;MI:1314
Q84W04	Q8VZ95	At1g12390	At3g60600	positive	MI:0407	0.53	2	MI:0096;MI:0397
Q84W66	Q9LX49	At5g47670	At3g59220	positive	MI:0407	0.53	2	MI:0018;MI:0096
Q84WC8	Q9S744		At3g51920	positive	MI:0407	0.44	1	MI:0089
Q84WV6	Q8W4J9	At4g36290	At5g43470	positive	MI:0407	0.41	1	MI:0809
Q8GTS1	Q8LBK6	At3g51960	At3g15660	positive	MI:0407	0.53	2	MI:0096;MI:0397
Q8GUP1	Q9M9G6	At1g17760	At1g71800	positive	MI:0407	0.67	3	MI:0006;MI:0007;MI:0018
Q8GUU3	Q9LKF9	At2g01730	At5g23880	positive	MI:0407	0.65	3	MI:0018;MI:0096
Q8GW31	Q9SJF3	At5g13570	At1g08370	positive	MI:0407	0.52	2	MI:0007;MI:0096
Q8GWB3	Q93VH1	At3g05280	At4g30260	positive	MI:0407	0.53	3	MI:0096;MI:0397
Q8GWR2	Q9C7N3	At2g31985	At1g29680	positive	MI:0407	0.53	4	MI:0096;MI:0397
Q8GXA4	Q9LE82	At4g26455	At3g63130	positive	MI:0407	0.74	6	MI:0007;MI:0018;MI:0663;MI:0809
Q8GXW1	Q940G6	At3g03450	At5g27320	positive	MI:0407	0.77	6	MI:0013;MI:0018;MI:0397;MI:1112;MI:1356
Q8GXW1	Q9MAA7	At3g03450	At3g05120	positive	MI:0407	0.84	8	MI:0013;MI:0018;MI:0096;MI:0397;MI:1112;MI:1356
Q8GY11	Q9S744	At2g46130	At3g51920	positive	MI:0407	0.44	1	MI:0089
Q8GY55	Q9SV55	At4g14720	At4g28910	positive	MI:0407	0.7	7	MI:0018;MI:0397;MI:0676;MI:1112;MI:1356
Q8GY61	Q96524	At4g34530	At1g04400	positive	MI:0407	0.66	3	MI:0006;MI:0018;MI:0809
Q8GY79	Q8GY79	At5g41070	At5g41070	positive	MI:0407	0.44	1	MI:0047
Q8GY79	Q9LXW7	At5g41070	At3g43920	positive	MI:0407	0.44	1	MI:0047
Q8GY79	Q9SP32	At5g41070	At1g01040	positive	MI:0407	0.44	1	MI:0047
Q8GY88	Q9S744	At4g39540	At3g51920	positive	MI:0407	0.44	1	MI:0089
Q8GYF5	Q9S744	At5g66790	At3g51920	positive	MI:0407	0.44	1	MI:0089
Q8GZ99	Q9S744	At5g49760	At3g51920	positive	MI:0407	0.44	1	MI:0089
Q8GZM7	Q8GZM7	At2g20180	At2g20180	positive	MI:0407	0.53	3	MI:0007;MI:0018
Q8H115	Q9FY93	At5g63790	At5g13180	positive	MI:0407	0.53	2	MI:0096;MI:0397
Q8H1D6	Q9S744	At5g10520	At3g51920	positive	MI:0407	0.44	1	MI:0089
Q8H1E4	Q8H1E4	At1g78080	At1g78080	positive	MI:0407	0.44	1	MI:0096
Q8H1E4	Q8L765	At1g78080	At5g19000	positive	MI:0407	0.53	5	MI:0018;MI:0096
Q8H1E4	Q9M8J9	At1g78080	At3g06190	positive	MI:0407	0.44	1	MI:0096
Q8H1E4	Q9SRV1	At1g78080	At3g03740	positive	MI:0407	0.44	1	MI:0096
Q8L5Z0	Q9LXE3	At4g33945	At5g09800	positive	MI:0407	0.53	3	MI:0096;MI:0397
Q8L746	Q8L746	At5g45110	At5g45110	positive	MI:0407	0.67	4	MI:0018;MI:0397;MI:1112;MI:1356
Q8L765	Q9LM15	At5g19000	At1g22190	positive	MI:0407	0.53	2	MI:0018;MI:0096
Q8L765	Q9SVQ0	At5g19000	At4g13620	positive	MI:0407	0.44	1	MI:0096
Q8L7G0	Q8L7G0	At1g59750	At1g59750	positive	MI:0407	0.67	4	MI:0114;MI:0826;MI:1204
Q8L7G0	Q9SN12	At1g59750	At3g50060	positive	MI:0407	0.54	2	MI:0007;MI:0096
Q8L7H4	Q9FX31	At4g17710	At1g73360	positive	MI:0407	0.53	2	MI:0096;MI:0397
Q8L831	Q9ZWS7	At1g79690	At1g19050	positive	MI:0407	0.53	2	MI:0018;MI:0096
Q8L8Z1	Q9C5U0	At4g15630	At2g01830	positive	MI:0407	0.53	2	MI:0018;MI:0096
Q8L940	Q9ZNR6	At5g01410	At3g16050	positive	MI:0407	0.69	5	MI:0018;MI:0096;MI:0397
Q8L9Y3	Q9SAZ5	At2g01760	At5g39340	positive	MI:0407	0.65	3	MI:0018;MI:0096;MI:0397
Q8L9Y3	Q9ZNV8	At2g01760	At3g29350	positive	MI:0407	0.65	3	MI:0018;MI:0096
Q8L9Y3	Q9ZNV9	At2g01760	At3g21510	positive	MI:0407	0.53	2	MI:0018;MI:0096
Q8LAS7	Q9LZW4	At5g55990	At5g01820	positive	MI:0407	0.83	9	MI:0018;MI:0096;MI:0397
Q8LAW2	Q9S744	At2g24540	At3g51920	positive	MI:0407	0.44	1	MI:0089
Q8LBC0	Q8W4P1	At1g27630	At5g64960	positive	MI:0407	0.59	2	MI:0007;MI:0676
Q8LBC0	Q9LFT8	At1g27630	At5g10270	positive	MI:0407	0.65	4	MI:0007;MI:0018;MI:0676
Q8LBM2	Q9FIP9	At1g30135	At5g46760	positive	MI:0407	0.53	2	MI:0018;MI:0905
Q8S8E3	Q9CAJ0	At2g40330	At1g72770	positive	MI:0407	0.9	9	MI:0018;MI:0071;MI:0397;MI:0905;MI:1112;MI:1356
Q8S8N6	Q9SCU7	At2g06925	At3g28910	positive	MI:0407	0.6	4	MI:0007;MI:0018;MI:0055
Q8SAB7	Q9SBJ6	At4g16340	At4g35950	positive	MI:0407	0.59	2	MI:0018;MI:0096
Q8SAB7	Q9SU67	At4g16340	At3g48040	positive	MI:0407	0.44	1	MI:0096
Q8VWG7	Q8VWG7	At3g17880/At3g17870	At3g17880/At3g17870	positive	MI:0407	0.64	5	MI:0020;MI:0071;MI:0404;MI:0808
Q8VZ95	Q9LXV1	At3g60600	At5g12880	positive	MI:0407	0.53	3	MI:0096;MI:0397
Q8VZ95	Q9SHG7	At3g60600	At1g17080	positive	MI:0407	0.53	3	MI:0096;MI:0397
Q8VZS8	Q8VZS8	At5g46790	At5g46790	positive	MI:0407	0.68	3	MI:0071;MI:0114
Q8VZS8	Q9CAJ0	At5g46790	At1g72770	positive	MI:0407	0.87	7	MI:0018;MI:0071;MI:0397;MI:0905;MI:1112;MI:1356
Q8VZW1	Q94AJ5	At4g19030	At1g80170	positive	MI:0407	0.53	2	MI:0096;MI:0397
Q8VZW1	Q9FFK1	At4g19030	At5g05760	positive	MI:0407	0.53	2	MI:0096;MI:0397
Q8VZW1	Q9FZ98	At4g19030	At1g28250	positive	MI:0407	0.53	3	MI:0096;MI:0397
Q8VZW1	Q9LDU6	At4g19030	At1g50430	positive	MI:0407	0.53	2	MI:0096;MI:0397
Q8VZW1	Q9LPF1	At4g19030	At1g44800	positive	MI:0407	0.53	2	MI:0096;MI:0397
Q8W234	Q9FUY2	At1g43850	At4g32551	positive	MI:0407	0.8	7	MI:0018;MI:0096
Q8W2F3	Q9FE22	At2g43010	At1g02340	positive	MI:0407	0.53	2	MI:0019;MI:0809
Q8W2F3	Q9LN63	At2g43010	At1g19350	positive	MI:0407	0.44	1	MI:0096
Q8W2F3	Q9SLH3	At2g43010	At2g01570	positive	MI:0407	0.63	4	MI:0007;MI:0018;MI:0096;MI:0809
Q8W420	Q9SQI2	At2g18915	At1g22770	positive	MI:0407	0.59	4	MI:0018;MI:0096
Q8W490	Q9S744	At1g12680	At3g51920	positive	MI:0407	0.44	1	MI:0089
Q8W4J8	Q9FIP9	At1g70700	At5g46760	positive	MI:0407	0.64	5	MI:0007;MI:0018;MI:0114;MI:0905
Q8W4J8	Q9FML2	At1g70700	At5g63110	positive	MI:0407	0.41	1	MI:0018
Q8W4J8	Q9SLH0	At1g70700	At2g27050	positive	MI:0407	0.41	1	MI:0018
Q8W4J8	Q9SV55	At1g70700	At4g28910	positive	MI:0407	0.71	9	MI:0018;MI:0096;MI:0397;MI:1112;MI:1356
Q8W4P1	Q9LKA5	At5g64960	At3g15000	positive	MI:0407	0.44	1	MI:0007
Q93V62	Q9FG81	At4g27450	At5g43830	positive	MI:0407	0.53	2	MI:0096;MI:0397
Q93WJ9	Q9FNR3	At5g16560	At5g61010	positive	MI:0407	0.53	2	MI:0096;MI:0397
Q93XM6	Q9S744	At1g08320	At3g51920	positive	MI:0407	0.44	1	MI:0089
Q93Z00	Q9FK45	At3g47620	At5g18260	positive	MI:0407	0.53	2	MI:0096;MI:0397
Q93Z00	Q9S7W5	At3g47620	At3g02150	positive	MI:0407	0.71	6	MI:0096;MI:0397;MI:1356;MI:2277
Q93Z00	Q9SLK2	At3g47620	At1g54320	positive	MI:0407	0.53	2	MI:0096;MI:0397
Q93Z27	Q9S744	At5g39670	At3g51920	positive	MI:0407	0.44	1	MI:0089
Q93Z30	Q9S744	At4g18950	At3g51920	positive	MI:0407	0.44	1	MI:0089
Q93ZB7	Q9FMK7	At3g01770	At5g63160	positive	MI:0407	0.53	3	MI:0018;MI:0096
Q93ZF6	Q9SVD7	At4g23450	At3g52560	positive	MI:0407	0.53	3	MI:0096;MI:0397
Q93ZM9	Q9SV55	At5g13220	At4g28910	positive	MI:0407	0.71	7	MI:0018;MI:0096;MI:0397;MI:1112;MI:1356
Q93ZY2	Q9M811	At4g38430	At1g52240	positive	MI:0407	0.58	3	MI:0018;MI:0096;MI:0809
Q93ZY2	Q9SCZ4	At4g38430	At3g51550	positive	MI:0407	0.51	4	MI:0018;MI:0809
Q940G6	Q9C8Y3	At5g27320	At1g66350	positive	MI:0407	0.8	6	MI:0018;MI:0397;MI:1112;MI:1356
Q940G6	Q9SLH3	At5g27320	At2g01570	positive	MI:0407	0.89	11	MI:0007;MI:0013;MI:0018;MI:0096;MI:0397;MI:0809;MI:1112;MI:1356
Q940H6	Q9CAJ0	At4g33950	At1g72770	positive	MI:0407	0.84	5	MI:0018;MI:0434;MI:0944
Q940H6	Q9FIF5	At4g33950	At5g59220	positive	MI:0407	0.59	2	MI:0018
Q940H6	Q9LD83	At4g33950	At1g12480	positive	MI:0407	0.84	8	MI:0424;MI:0809
Q944A6	Q9SCY5	At1g09020	At4g16360	positive	MI:0407	0.79	18	MI:0004;MI:0007;MI:0018;MI:0030;MI:0809;MI:1314
Q944Q0	Q9SDS7	At5g41990	At1g12840	positive	MI:0407	0.7	4	MI:0018;MI:0047;MI:0397;MI:0424
Q946Y7	Q9SA23	At1g28490	At1g16240	positive	MI:0407	0.44	2	MI:0096
Q949M9	Q9LFR3	At1g01910	At5g14920	positive	MI:0407	0.53	2	MI:0096;MI:0397
Q949U4	Q9S744	At1g76270	At3g51920	positive	MI:0407	0.44	1	MI:0089
Q94AA4	Q9S744	At4g26270	At3g51920	positive	MI:0407	0.44	1	MI:0089
Q94AG2	Q94AG2	At1g71830	At1g71830	positive	MI:0407	0.76	7	MI:0018;MI:0055;MI:0397;MI:0416;MI:0892
Q94AG2	Q9ZVR7	At1g71830	At2g02220	positive	MI:0407	0.61	4	MI:0007;MI:0028;MI:0071
Q94AI7	Q94AI7	At1g15750	At1g15750	positive	MI:0407	0.79	11	MI:0018;MI:0071;MI:0096;MI:0112;MI:0397;MI:0809
Q94AI7	Q94F39	At1g15750	At3g29575	positive	MI:0407	0.41	1	MI:0018
Q94AI7	Q9LMX5	At1g15750	At1g13740	positive	MI:0407	0.41	1	MI:0018
Q94AI7	Q9SV55	At1g15750	At4g28910	positive	MI:0407	0.58	4	MI:0018;MI:0676;MI:0809
Q94AX2	Q9MAQ0	At5g39790	At1g32900	positive	MI:0407	0.54	2	MI:0007;MI:0096
Q94BN2	Q9ZUB3	At5g53120	At1g23820	positive	MI:0407	0.59	4	MI:0018;MI:0071;MI:0096
Q94BT6	Q9SQI2	At5g57360	At1g22770	positive	MI:0407	0.63	6	MI:0007;MI:0018;MI:0096
Q94EI3	Q94FB9	At5g17550	At4g39850	positive	MI:0407	0.44	2	MI:0096
Q94F58	Q9FI10	At5g22290	At5g44550	positive	MI:0407	0.53	2	MI:0096;MI:0397
Q94F58	Q9LVC0	At5g22290	At5g56540	positive	MI:0407	0.53	2	MI:0096;MI:0397
Q94F62	Q9FL28	At4g33430	At5g46330	positive	MI:0407	0.93	19	MI:0006;MI:0007;MI:0071;MI:0114;MI:0397;MI:0892
Q94F62	Q9ZVR7	At4g33430	At2g02220	positive	MI:0407	0.71	5	MI:0007;MI:0028;MI:0071;MI:0892
Q94F62	Q9ZWC8	At4g33430	At1g55610	positive	MI:0407	0.82	7	MI:0007;MI:0055;MI:0096;MI:0663;MI:0892
Q94FB9	Q9SRQ3	At4g39850	At3g03490	positive	MI:0407	0.44	2	MI:0096
Q94JU3	Q9C5Z3	At1g02090	At3g57290	positive	MI:0407	0.64	6	MI:0006;MI:0018;MI:0071;MI:0096;MI:0416
Q94JY4	Q94JY4	At2g22640	At2g22640	positive	MI:0407	0.65	3	MI:0018;MI:0096;MI:0809
Q94JY4	Q9LP46	At2g22640	At1g29170	positive	MI:0407	0.65	3	MI:0007;MI:0018;MI:0809
Q94KI8	Q94KI8	At4g03560	At4g03560	positive	MI:0407	0.62	2	MI:0114
Q96524	Q96524	At1g04400	At1g04400	positive	MI:0407	0.69	4	MI:0007;MI:0018;MI:0096
Q96524	Q9SYX2	At1g04400	At2g46340/At2g46350	positive	MI:0407	0.41	1	MI:0018
Q9AR19	Q9ATB4	At3g54610	At4g16420	positive	MI:0407	0.7	5	MI:0018;MI:0096;MI:0397;MI:0415
Q9ASS6	Q9C5U2	At5g13120	At5g35750	positive	MI:0407	0.53	2	MI:0018;MI:0096
Q9C4Z7	Q9C4Z7	At1g69390	At1g69390	positive	MI:0407	0.59	3	MI:0018;MI:0055;MI:0809
Q9C4Z7	Q9MBA2	At1g69390	At5g24020	positive	MI:0407	0.68	6	MI:0018;MI:0055;MI:0809
Q9C5C0	Q9S744	At1g53510	At3g51920	positive	MI:0407	0.44	1	MI:0089
Q9C5K8	Q9FIP9	At5g20900	At5g46760	positive	MI:0407	0.53	2	MI:0018;MI:0905
Q9C5K8	Q9SV55	At5g20900	At4g28910	positive	MI:0407	0.7	7	MI:0018;MI:0397;MI:0676;MI:1112;MI:1356
Q9C5T4	Q9SAH7	At4g31800	At1g80840	positive	MI:0407	0.77	7	MI:0007;MI:0018;MI:0096;MI:0397;MI:0809
Q9C5U0	Q9C5U1	At2g01830	At1g27320	positive	MI:0407	0.53	2	MI:0018;MI:0096
Q9C5U0	Q9SCU5	At2g01830	At3g51630	positive	MI:0407	0.53	2	MI:0018;MI:0096
Q9C5U1	Q9C5U2	At1g27320	At5g35750	positive	MI:0407	0.53	2	MI:0018;MI:0096
Q9C5U1	Q9SAZ5	At1g27320	At5g39340	positive	MI:0407	0.53	2	MI:0018;MI:0096
Q9C5U1	Q9ZNV8	At1g27320	At3g29350	positive	MI:0407	0.53	2	MI:0018;MI:0096
Q9C5U1	Q9ZNV9	At1g27320	At3g21510	positive	MI:0407	0.53	2	MI:0018;MI:0096
Q9C5U2	Q9C5U2	At5g35750	At5g35750	positive	MI:0407	0.53	2	MI:0018;MI:0096
Q9C5U2	Q9CAR7	At5g35750	At1g69840	positive	MI:0407	0.53	2	MI:0018;MI:0096
Q9C5U2	Q9FM19	At5g35750	At5g62740	positive	MI:0407	0.53	2	MI:0018;MI:0096
Q9C5U2	Q9FMJ0	At5g35750	At5g64070	positive	MI:0407	0.53	2	MI:0018;MI:0096
Q9C5U2	Q9SAZ5	At5g35750	At5g39340	positive	MI:0407	0.65	3	MI:0018;MI:0096
Q9C5U2	Q9ZNV8	At5g35750	At3g29350	positive	MI:0407	0.65	3	MI:0018;MI:0096
Q9C5U2	Q9ZNV9	At5g35750	At3g21510	positive	MI:0407	0.53	2	MI:0018;MI:0096
Q9C658	Q9SJF3	At1g26110	At1g08370	positive	MI:0407	0.52	2	MI:0007;MI:0096
Q9C6M5	Q9SQI2	At1g25560	At1g22770	positive	MI:0407	0.53	2	MI:0007;MI:0018
Q9C8G5	Q9C8G5	At1g30360	At1g30360	positive	MI:0407	0.36	1	MI:2339
Q9C8Y3	Q9LPR8	At1g66350	At1g50420	positive	MI:0407	0.41	1	MI:0018
Q9C8Z9	Q9LXG5	At3g06590	At5g15160	positive	MI:0407	0.68	5	MI:0096;MI:0397;MI:1356;MI:2277
Q9C952	Q9LKF9	At1g61010	At5g23880	positive	MI:0407	0.73	4	MI:0007;MI:0018;MI:0096
Q9C9A5	Q9LN63	At1g71030	At1g19350	positive	MI:0407	0.59	5	MI:0018;MI:0096;MI:0809
Q9C9E3	Q9SV55	At1g72450	At4g28910	positive	MI:0407	0.71	9	MI:0018;MI:0096;MI:0397;MI:1112;MI:1356
Q9C9W9	Q9FHW7	At1g68050	At5g42190	positive	MI:0407	0.73	5	MI:0018;MI:0096;MI:0397
Q9C9W9	Q9SQI2	At1g68050	At1g22770	positive	MI:0407	0.74	11	MI:0007;MI:0018;MI:0096
Q9CA67	Q9SYX1	At1g74470	At4g17600	positive	MI:0407	0.52	2	MI:0112;MI:0809
Q9CAJ0	Q9FGM1	At1g72770	At5g53160	positive	MI:0407	0.78	7	MI:0007;MI:0018;MI:0071;MI:0397;MI:1112;MI:1356
Q9CAJ0	Q9FLB1	At1g72770	At5g05440	positive	MI:0407	0.92	11	MI:0007;MI:0018;MI:0071;MI:0397;MI:0809;MI:0905;MI:1112;MI:1356
Q9CAJ0	Q9SSM7	At1g72770	At1g73000	positive	MI:0407	0.9	10	MI:0018;MI:0071;MI:0096;MI:0114;MI:0397;MI:0905;MI:1112;MI:1356
Q9FE22	Q9M0K4	At1g02340	At4g25560	positive	MI:0407	0.62	6	MI:0007;MI:0096;MI:0663
Q9FE22	Q9SYX2	At1g02340	At2g46340/At2g46350	positive	MI:0407	0.53	3	MI:0007;MI:0018
Q9FFA7	Q9FN03	At5g23730	At5g63860	positive	MI:0407	0.59	3	MI:0006;MI:0007;MI:0809
Q9FFH0	Q9FKA0	At5g44190	At5g39610	positive	MI:0407	0.63	6	MI:0007;MI:0018;MI:0096;MI:0809
Q9FGF5	Q9S744	At5g64780	At3g51920	positive	MI:0407	0.44	1	MI:0089
Q9FGQ7	Q9LZ78	At5g67260	At5g04470	positive	MI:0407	0.44	1	MI:0055
Q9FGR0	Q9LKF9	At5g51660	At5g23880	positive	MI:0407	0.73	4	MI:0007;MI:0018;MI:0096
Q9FGW7	Q9S7W5	At5g63350	At3g02150	positive	MI:0407	0.53	3	MI:0096;MI:0397
Q9FGX2	Q9S744	At5g49450	At3g51920	positive	MI:0407	0.44	1	MI:0089
Q9FGZ5	Q9S744	At5g49490	At3g51920	positive	MI:0407	0.44	1	MI:0089
Q9FHN8	Q9ZPX9	At5g65930	At2g46600	positive	MI:0407	0.63	5	MI:0007;MI:0018;MI:0096;MI:0413
Q9FHW7	Q9LEX0	At5g42190	At3g61060	positive	MI:0407	0.73	6	MI:0018;MI:0096;MI:0397
Q9FHW7	Q9SHY1	At5g42190	At1g65740	positive	MI:0407	0.41	1	MI:0018
Q9FHW7	Q9SKK0	At5g42190	At2g25490	positive	MI:0407	0.79	5	MI:0018;MI:0096;MI:0397
Q9FHZ1	Q9S744	At5g41920	At3g51920	positive	MI:0407	0.44	1	MI:0089
Q9FIK0	Q9S744	At5g47810	At3g51920	positive	MI:0407	0.44	1	MI:0089
Q9FIP9	Q9LMA8	At5g46760	At1g19180	positive	MI:0407	0.65	3	MI:0018;MI:0114;MI:0676
Q9FIW6	Q9S744	At5g39810	At3g51920	positive	MI:0407	0.44	1	MI:0089
Q9FJK3	Q9S744	At5g48670	At3g51920	positive	MI:0407	0.44	1	MI:0089
Q9FL03	Q9S744	At5g66770	At3g51920	positive	MI:0407	0.44	1	MI:0089
Q9FL19	Q9S744	At5g40120	At3g51920	positive	MI:0407	0.44	1	MI:0089
Q9FLI3	Q9M9E9	At5g51760	At1g78290	positive	MI:0407	0.41	1	MI:0018
Q9FLL0	Q9S744	At5g41200	At3g51920	positive	MI:0407	0.44	1	MI:0089
Q9FLV4	Q9S744	At5g24080	At3g51920	positive	MI:0407	0.44	1	MI:0089
Q9FM69	Q9S744	At5g55690	At3g51920	positive	MI:0407	0.44	1	MI:0089
Q9FMA3	Q9FXT6	At5g56290	At5g62810	positive	MI:0407	0.61	3	MI:0049;MI:0096
Q9FMC2	Q9S744	At5g38800	At3g51920	positive	MI:0407	0.44	1	MI:0089
Q9FMF5	Q9SWI1	At5g64330	At2g02950	positive	MI:0407	0.52	2	MI:0007;MI:0096
Q9FMH8	Q9XI01	At5g43060	At1g21750	positive	MI:0407	0.53	3	MI:0006;MI:0018
Q9FML2	Q9LMA8	At5g63110	At1g19180	positive	MI:0407	0.58	4	MI:0018;MI:0096;MI:0809
Q9FML2	Q9LVI4	At5g63110	At3g17860	positive	MI:0407	0.41	1	MI:0018
Q9FML2	Q9SLH0	At5g63110	At2g27050	positive	MI:0407	0.41	1	MI:0018
Q9FMX0	Q9LU64	At5g23310	At5g51100	positive	MI:0407	0.63	7	MI:0007;MI:0018;MI:0096;MI:0809
Q9FMZ0	Q9ZWC8	At5g42750	At1g55610	positive	MI:0407	0.64	4	MI:0007;MI:0018;MI:0096;MI:0423
Q9FN03	Q9FN03	At5g63860	At5g63860	positive	MI:0407	0.62	3	MI:0071;MI:0114;MI:0808
Q9FN03	Q9LTJ6	At5g63860	At5g52250	positive	MI:0407	0.41	1	MI:0809
Q9FNP4	Q9ZNX9	At5g61230	At5g24120	positive	MI:0407	0.58	4	MI:0018;MI:0096;MI:0809
Q9FNY0	Q9FNY2	At2g36010	At5g03415	positive	MI:0407	0.74	5	MI:0007;MI:0018;MI:0676
Q9FNY0	Q9FNY3	At2g36010	At5g02470	positive	MI:0407	0.74	6	MI:0007;MI:0018;MI:0676
Q9FNY2	Q9FV71	At5g03415	At5g22220	positive	MI:0407	0.74	6	MI:0007;MI:0018;MI:0676
Q9FNY3	Q9FV71	At5g02470	At5g22220	positive	MI:0407	0.86	10	MI:0006;MI:0007;MI:0018;MI:0096;MI:0676
Q9FUD3	Q9S744	At5g24800	At3g51920	positive	MI:0407	0.44	1	MI:0089
Q9FVC1	Q9SQI2	At2g22540	At1g22770	positive	MI:0407	0.53	2	MI:0007;MI:0018
Q9FZK0	Q9SQI2	At1g27360	At1g22770	positive	MI:0407	0.44	1	MI:0096
Q9LD83	Q9M101	At1g12480	At4g04740	positive	MI:0407	0.63	4	MI:0096;MI:0424;MI:0809
Q9LD83	Q9M9E9	At1g12480	At1g78290	positive	MI:0407	0.41	1	MI:0809
Q9LD83	Q9ZSA2	At1g12480	At4g04720	positive	MI:0407	0.54	2	MI:0424;MI:0809
Q9LDI3	Q9LKW9	At5g35410	At2g01980	positive	MI:0407	0.54	4	MI:0018;MI:0424
Q9LDI3	Q9S744	At5g35410	At3g51920	positive	MI:0407	0.54	2	MI:0007;MI:0089
Q9LDU5	Q9SV55	At1g17380	At4g28910	positive	MI:0407	0.77	10	MI:0018;MI:0096;MI:0397;MI:1112;MI:1356
Q9LEZ3	Q9SAD4	At5g08130	At1g12980	positive	MI:0407	0.63	4	MI:0007;MI:0018;MI:0809
Q9LFT8	Q9LKA5	At5g10270	At3g15000	positive	MI:0407	0.53	2	MI:0007;MI:0018
Q9LFU3	Q9S744	At5g15830/F14F8_210	At3g51920	positive	MI:0407	0.44	1	MI:0089
Q9LHI7	Q9S744	At3g12200	At3g51920	positive	MI:0407	0.44	1	MI:0089
Q9LJL9	Q9S744	At3g19100	At3g51920	positive	MI:0407	0.44	1	MI:0089
Q9LJY7	Q9S744	At3g20110	At3g51920	positive	MI:0407	0.44	1	MI:0089
Q9LJZ2	Q9S744	At3g20080	At3g51920	positive	MI:0407	0.44	1	MI:0089
Q9LKB9	Q9ZRE2	At5g43900	At3g11730	positive	MI:0407	0.53	3	MI:0018;MI:0096
Q9LMA8	Q9SLH0	At1g19180	At2g27050	positive	MI:0407	0.41	1	MI:0018
