protein_id	sequence_length	status	reason
Q9LVN7	1095	excluded_length	sequence_exceeds_max_length
Q9LVQ7	500	eligible	within_max_length
Q9LVQ8	414	eligible	within_max_length
Q9LVR4	398	eligible	within_max_length
Q9LVS0	365	eligible	within_max_length
Q9LVU5	221	eligible	within_max_length
Q9LVV6	170	eligible	within_max_length
Q9LVW0	401	eligible	within_max_length
Q9LW29	575	eligible	within_max_length
Q9LW45	173	eligible	within_max_length
Q9LW57	284	eligible	within_max_length
Q9LW64	87	eligible	within_max_length
Q9LW66	568	eligible	within_max_length
Q9LW74	93	eligible	within_max_length
Q9LX13	219	eligible	within_max_length
Q9LX33	326	eligible	within_max_length
Q9LX49	287	eligible	within_max_length
Q9LX51	520	eligible	within_max_length
Q9LX56	475	eligible	within_max_length
Q9LX86	170	eligible	within_max_length
Q9LX93	301	eligible	within_max_length
Q9LX99	1273	excluded_length	sequence_exceeds_max_length
Q9LXB3	500	eligible	within_max_length
Q9LXB9	280	eligible	within_max_length
Q9LXC9	300	eligible	within_max_length
Q9LXE3	409	eligible	within_max_length
Q9LXF3	187	eligible	within_max_length
Q9LXG5	94	eligible	within_max_length
Q9LXG8	548	eligible	within_max_length
Q9LXJ0	473	eligible	within_max_length
Q9LXJ2	72	eligible	within_max_length
Q9LXK1	107	eligible	within_max_length
Q9LXM2	280	eligible	within_max_length
Q9LXM5	204	eligible	within_max_length
Q9LXU1	311	eligible	within_max_length
Q9LXV0	488	eligible	within_max_length
Q9LXV1	73	eligible	within_max_length
Q9LXV2	280	eligible	within_max_length
Q9LXW7	1580	excluded_length	sequence_exceeds_max_length
Q9LY00	294	eligible	within_max_length
Q9LY28	479	eligible	within_max_length
Q9LY43	351	eligible	within_max_length
Q9LY50	814	eligible	within_max_length
Q9LYA5	256	eligible	within_max_length
Q9LYC7	332	eligible	within_max_length
Q9LYC8	102	eligible	within_max_length
Q9LYD3	236	eligible	within_max_length
Q9LYD7	314	eligible	within_max_length
Q9LYE4	344	eligible	within_max_length
Q9LYF8	902	eligible	within_max_length
Q9LYG3	588	eligible	within_max_length
Q9LYG8	273	eligible	within_max_length
Q9LYK2	493	eligible	within_max_length
Q9LYK7	590	eligible	within_max_length
Q9LYL6	446	eligible	within_max_length
Q9LYN0	209	eligible	within_max_length
Q9LYN8	1192	excluded_length	sequence_exceeds_max_length
Q9LYP4	303	eligible	within_max_length
Q9LYR4	438	eligible	within_max_length
Q9LYU5	370	eligible	within_max_length
Q9LZ41	123	eligible	within_max_length
Q9LZ61	322	eligible	within_max_length
Q9LZ65	222	eligible	within_max_length
Q9LZ78	127	eligible	within_max_length
Q9LZB8	634	eligible	within_max_length
Q9LZD2	70	eligible	within_max_length
Q9LZH9	256	eligible	within_max_length
Q9LZM1	453	eligible	within_max_length
Q9LZM6	267	eligible	within_max_length
Q9LZM8	575	eligible	within_max_length
Q9LZN0	546	eligible	within_max_length
Q9LZP8	146	eligible	within_max_length
Q9LZP9	131	eligible	within_max_length
Q9LZQ9	726	eligible	within_max_length
Q9LZR5	294	eligible	within_max_length
Q9LZS7	359	eligible	within_max_length
Q9LZV6	263	eligible	within_max_length
Q9LZV7	967	eligible	within_max_length
Q9LZW4	442	eligible	within_max_length
Q9LZW6	217	eligible	within_max_length
Q9M000	623	eligible	within_max_length
Q9M007	767	eligible	within_max_length
Q9M012	223	eligible	within_max_length
Q9M020	688	eligible	within_max_length
Q9M021	682	eligible	within_max_length
Q9M035	427	eligible	within_max_length
Q9M053	293	eligible	within_max_length
Q9M085	412	eligible	within_max_length
Q9M0A4	733	eligible	within_max_length
Q9M0E0	129	eligible	within_max_length
Q9M0F7	415	eligible	within_max_length
Q9M0F9	473	eligible	within_max_length
Q9M0G2	356	eligible	within_max_length
Q9M0G7	1013	eligible	within_max_length
Q9M0I6	348	eligible	within_max_length
Q9M0I7	648	eligible	within_max_length
Q9M0I9	256	eligible	within_max_length
Q9M0K4	283	eligible	within_max_length
Q9M0M4	343	eligible	within_max_length
Q9M0V0	197	eligible	within_max_length
Q9M0V3	1088	excluded_length	sequence_exceeds_max_length
Q9M0V5	250	eligible	within_max_length
Q9M0X8	298	eligible	within_max_length
Q9M101	520	eligible	within_max_length
Q9M111	809	eligible	within_max_length
Q9M155	714	eligible	within_max_length
Q9M1B4	403	eligible	within_max_length
Q9M1E5	481	eligible	within_max_length
Q9M1E6	245	eligible	within_max_length
Q9M1K0	258	eligible	within_max_length
Q9M1K1	253	eligible	within_max_length
Q9M1K9	272	eligible	within_max_length
Q9M1L9	372	eligible	within_max_length
Q9M1P5	181	eligible	within_max_length
Q9M1S9	486	eligible	within_max_length
Q9M1U2	204	eligible	within_max_length
Q9M1U3	91	eligible	within_max_length
Q9M1V9	239	eligible	within_max_length
Q9M1X3	69	eligible	within_max_length
Q9M1X4	153	eligible	within_max_length
Q9M1Y3	611	eligible	within_max_length
Q9M205	230	eligible	within_max_length
Q9M219	558	eligible	within_max_length
Q9M223	228	eligible	within_max_length
Q9M246	238	eligible	within_max_length
Q9M274	334	eligible	within_max_length
Q9M2B3	341	eligible	within_max_length
Q9M2D2	410	eligible	within_max_length
Q9M2H8	307	eligible	within_max_length
Q9M2K4	329	eligible	within_max_length
Q9M2K8	256	eligible	within_max_length
Q9M2L4	1025	excluded_length	sequence_exceeds_max_length
Q9M2M5	426	eligible	within_max_length
Q9M2R4	662	eligible	within_max_length
Q9M2S6	273	eligible	within_max_length
Q9M2S7	190	eligible	within_max_length
Q9M2U8	296	eligible	within_max_length
Q9M2Y9	310	eligible	within_max_length
Q9M2Z4	233	eligible	within_max_length
Q9M310	411	eligible	within_max_length
Q9M329	114	eligible	within_max_length
Q9M337	82	eligible	within_max_length
Q9M339	249	eligible	within_max_length
Q9M345	677	eligible	within_max_length
Q9M350	745	eligible	within_max_length
Q9M367	517	eligible	within_max_length
Q9M376	240	eligible	within_max_length
Q9M384	653	eligible	within_max_length
Q9M390	570	eligible	within_max_length
Q9M392	203	eligible	within_max_length
Q9M3B3	522	eligible	within_max_length
Q9M3C3	154	eligible	within_max_length
Q9M439	388	eligible	within_max_length
Q9M4A1	383	eligible	within_max_length
Q9M565	210	eligible	within_max_length
Q9M591	409	eligible	within_max_length
Q9M5A9	388	eligible	within_max_length
Q9M5K2	507	eligible	within_max_length
Q9M5K3	507	eligible	within_max_length
Q9M622	310	eligible	within_max_length
Q9M651	545	eligible	within_max_length
Q9M658	2001	excluded_length	sequence_exceeds_max_length
Q9M7Q2	431	eligible	within_max_length
Q9M7Q4	416	eligible	within_max_length
Q9M811	543	eligible	within_max_length
Q9M812	156	eligible	within_max_length
Q9M817	607	eligible	within_max_length
Q9M844	198	eligible	within_max_length
Q9M886	263	eligible	within_max_length
Q9M898	348	eligible	within_max_length
Q9M8J9	406	eligible	within_max_length
Q9M8K6	202	eligible	within_max_length
Q9M8M7	457	eligible	within_max_length
Q9M8T0	627	eligible	within_max_length
Q9M8U1	165	eligible	within_max_length
Q9M8W6	207	eligible	within_max_length
Q9M8Y0	977	eligible	within_max_length
Q9M9B3	319	eligible	within_max_length
Q9M9C3	392	eligible	within_max_length
Q9M9C5	670	eligible	within_max_length
Q9M9E8	943	eligible	within_max_length
Q9M9E9	343	eligible	within_max_length
Q9M9F0	311	eligible	within_max_length
Q9M9G6	461	eligible	within_max_length
Q9M9N9	368	eligible	within_max_length
Q9M9S0	312	eligible	within_max_length
Q9M9S4	728	eligible	within_max_length
Q9M9T4	442	eligible	within_max_length
Q9M9V8	545	eligible	within_max_length
Q9MAA7	345	eligible	within_max_length
Q9MAB3	533	eligible	within_max_length
Q9MAB4	593	eligible	within_max_length
Q9MAB9	117	eligible	within_max_length
Q9MAH3	438	eligible	within_max_length
Q9MAH4	590	eligible	within_max_length
Q9MAH8	391	eligible	within_max_length
Q9MAL9	195	eligible	within_max_length
Q9MAM1	447	eligible	within_max_length
Q9MAN1	358	eligible	within_max_length
Q9MAP3	222	eligible	within_max_length
Q9MAQ0	610	eligible	within_max_length
Q9MAS5	220	eligible	within_max_length
Q9MAT6	448	eligible	within_max_length
Q9MAU3	549	eligible	within_max_length
Q9MAU6	447	eligible	within_max_length
Q9MAX3	653	eligible	within_max_length
Q9MBA2	326	eligible	within_max_length
Q9S6Z7	324	eligible	within_max_length
Q9S6Z8	408	eligible	within_max_length
Q9S701	336	eligible	within_max_length
Q9S735	532	eligible	within_max_length
Q9S744	151	eligible	within_max_length
Q9S745	541	eligible	within_max_length
Q9S750	238	eligible	within_max_length
Q9S752	388	eligible	within_max_length
Q9S763	147	eligible	within_max_length
Q9S7A9	174	eligible	within_max_length
Q9S7D1	808	eligible	within_max_length
Q9S7G6	991	eligible	within_max_length
Q9S7H1	208	eligible	within_max_length
Q9S7H5	413	eligible	within_max_length
Q9S7J8	1001	eligible	within_max_length
Q9S7L5	195	eligible	within_max_length
Q9S7L6	706	eligible	within_max_length
Q9S7M2	249	eligible	within_max_length
Q9S7P9	300	eligible	within_max_length
Q9S7Q2	862	eligible	within_max_length
Q9S7Q7	196	eligible	within_max_length
Q9S7W5	355	eligible	within_max_length
Q9S814	1294	excluded_length	sequence_exceeds_max_length
Q9S816	521	eligible	within_max_length
Q9S818	358	eligible	within_max_length
Q9S834	298	eligible	within_max_length
Q9S836	483	eligible	within_max_length
Q9S841	331	eligible	within_max_length
Q9S9K7	142	eligible	within_max_length
Q9S9P2	286	eligible	within_max_length
Q9S9U3	957	eligible	within_max_length
Q9S9U6	460	eligible	within_max_length
Q9S9Z2	365	eligible	within_max_length
Q9SA00	310	eligible	within_max_length
Q9SA19	277	eligible	within_max_length
Q9SA23	232	eligible	within_max_length
Q9SA56	204	eligible	within_max_length
Q9SAA2	271	eligible	within_max_length
Q9SAA9	488	eligible	within_max_length
Q9SAD4	328	eligible	within_max_length
Q9SAF1	427	eligible	within_max_length
Q9SAG6	213	eligible	within_max_length
Q9SAG7	900	eligible	within_max_length
Q9SAH1	80	eligible	within_max_length
Q9SAH7	302	eligible	within_max_length
Q9SAH8	532	eligible	within_max_length
Q9SAI2	274	eligible	within_max_length
Q9SAJ6	422	eligible	within_max_length
Q9SAK9	126	eligible	within_max_length
Q9SAU2	281	eligible	within_max_length
Q9SAZ5	155	eligible	within_max_length
Q9SB04	184	eligible	within_max_length
Q9SB48	692	eligible	within_max_length
Q9SB61	220	eligible	within_max_length
Q9SB92	292	eligible	within_max_length
Q9SBA7	507	eligible	within_max_length
Q9SBJ6	197	eligible	within_max_length
Q9SCK0	603	eligible	within_max_length
Q9SCL7	347	eligible	within_max_length
Q9SCM4	249	eligible	within_max_length
Q9SCP2	483	eligible	within_max_length
Q9SCQ6	452	eligible	within_max_length
Q9SCR0	542	eligible	within_max_length
Q9SCU5	549	eligible	within_max_length
Q9SCU7	323	eligible	within_max_length
Q9SCW1	847	eligible	within_max_length
Q9SCY2	208	eligible	within_max_length
Q9SCY5	289	eligible	within_max_length
Q9SCZ4	895	eligible	within_max_length
Q9SD02	361	eligible	within_max_length
Q9SD33	410	eligible	within_max_length
Q9SD45	323	eligible	within_max_length
Q9SD73	608	eligible	within_max_length
Q9SD88	107	eligible	within_max_length
Q9SD94	405	eligible	within_max_length
Q9SD96	251	eligible	within_max_length
Q9SDQ4	921	eligible	within_max_length
Q9SDS7	375	eligible	within_max_length
Q9SDY5	184	eligible	within_max_length
Q9SE37	174	eligible	within_max_length
Q9SE83	914	eligible	within_max_length
Q9SEE9	414	eligible	within_max_length
Q9SEI3	399	eligible	within_max_length
Q9SEI4	408	eligible	within_max_length
Q9SEU4	287	eligible	within_max_length
Q9SEU8	186	eligible	within_max_length
Q9SEX2	523	eligible	within_max_length
Q9SEZ1	242	eligible	within_max_length
Q9SF16	557	eligible	within_max_length
Q9SF34	527	eligible	within_max_length
Q9SF47	904	eligible	within_max_length
Q9SF85	344	eligible	within_max_length
Q9SF92	205	eligible	within_max_length
Q9SFB0	526	eligible	within_max_length
Q9SFD8	238	eligible	within_max_length
Q9SFE9	341	eligible	within_max_length
Q9SFF4	629	eligible	within_max_length
Q9SFU2	360	eligible	within_max_length
Q9SFV2	320	eligible	within_max_length
Q9SG80	678	eligible	within_max_length
Q9SG82	335	eligible	within_max_length
Q9SG86	675	eligible	within_max_length
Q9SGA6	143	eligible	within_max_length
Q9SGE2	111	eligible	within_max_length
Q9SGH4	220	eligible	within_max_length
Q9SGN7	470	eligible	within_max_length
Q9SGP6	137	eligible	within_max_length
Q9SGS2	338	eligible	within_max_length
Q9SGV6	334	eligible	within_max_length
Q9SH71	587	eligible	within_max_length
Q9SHC2	164	eligible	within_max_length
Q9SHC8	239	eligible	within_max_length
Q9SHD3	222	eligible	within_max_length
Q9SHG7	154	eligible	within_max_length
Q9SHH8	220	eligible	within_max_length
Q9SHI2	1101	excluded_length	sequence_exceeds_max_length
Q9SHI3	729	eligible	within_max_length
Q9SHP0	422	eligible	within_max_length
Q9SHQ6	476	eligible	within_max_length
Q9SHY1	371	eligible	within_max_length
Q9SHZ6	343	eligible	within_max_length
Q9SI03	300	eligible	within_max_length
Q9SI09	162	eligible	within_max_length
Q9SI20	231	eligible	within_max_length
Q9SI54	99	eligible	within_max_length
Q9SI61	566	eligible	within_max_length
Q9SI62	343	eligible	within_max_length
Q9SIA5	476	eligible	within_max_length
Q9SIC8	199	eligible	within_max_length
Q9SIF2	780	eligible	within_max_length
Q9SIH1	164	eligible	within_max_length
Q9SII8	551	eligible	within_max_length
Q9SIK1	523	eligible	within_max_length
Q9SIL6	286	eligible	within_max_length
Q9SIN1	691	eligible	within_max_length
Q9SIP7	250	eligible	within_max_length
Q9SIR8	155	eligible	within_max_length
Q9SIU2	848	eligible	within_max_length
Q9SIV0	462	eligible	within_max_length
Q9SIW1	482	eligible	within_max_length
Q9SIX1	512	eligible	within_max_length
Q9SIY7	213	eligible	within_max_length
Q9SIZ2	344	eligible	within_max_length
Q9SIZ5	410	eligible	within_max_length
Q9SJ16	569	eligible	within_max_length
Q9SJ67	189	eligible	within_max_length
Q9SJA2	690	eligible	within_max_length
Q9SJA7	416	eligible	within_max_length
Q9SJA8	321	eligible	within_max_length
Q9SJC2	247	eligible	within_max_length
Q9SJF3	367	eligible	within_max_length
Q9SJG9	606	eligible	within_max_length
Q9SJH8	293	eligible	within_max_length
Q9SJJ0	255	eligible	within_max_length
Q9SJJ5	83	eligible	within_max_length
Q9SJJ7	237	eligible	within_max_length
Q9SJL7	298	eligible	within_max_length
Q9SJL9	299	eligible	within_max_length
Q9SJM1	410	eligible	within_max_length
Q9SJM3	949	eligible	within_max_length
Q9SJN0	442	eligible	within_max_length
Q9SJR5	398	eligible	within_max_length
Q9SJT7	821	eligible	within_max_length
Q9SJU0	1058	excluded_length	sequence_exceeds_max_length
Q9SJW6	378	eligible	within_max_length
Q9SJW9	571	eligible	within_max_length
Q9SJX8	249	eligible	within_max_length
Q9SJY4	124	eligible	within_max_length
Q9SJZ6	219	eligible	within_max_length
Q9SK47	445	eligible	within_max_length
Q9SK53	294	eligible	within_max_length
Q9SK55	275	eligible	within_max_length
Q9SK87	386	eligible	within_max_length
Q9SK92	381	eligible	within_max_length
Q9SK96	564	eligible	within_max_length
Q9SKA8	585	eligible	within_max_length
Q9SKB2	641	eligible	within_max_length
Q9SKC1	457	eligible	within_max_length
Q9SKC9	103	eligible	within_max_length
Q9SKD9	295	eligible	within_max_length
Q9SKH9	336	eligible	within_max_length
Q9SKK0	628	eligible	within_max_length
Q9SKN2	434	eligible	within_max_length
Q9SKW5	314	eligible	within_max_length
Q9SKY2	139	eligible	within_max_length
Q9SL15	145	eligible	within_max_length
Q9SL70	571	eligible	within_max_length
Q9SL90	2464	excluded_length	sequence_exceeds_max_length
Q9SLB9	450	eligible	within_max_length
Q9SLD4	178	eligible	within_max_length
Q9SLG0	141	eligible	within_max_length
Q9SLH0	584	eligible	within_max_length
Q9SLH3	587	eligible	within_max_length
Q9SLK2	349	eligible	within_max_length
Q9SLN0	336	eligible	within_max_length
Q9SLP1	534	eligible	within_max_length
Q9SLV1	225	eligible	within_max_length
Q9SM23	338	eligible	within_max_length
Q9SMN1	256	eligible	within_max_length
Q9SMP0	234	eligible	within_max_length
Q9SMW7	165	eligible	within_max_length
Q9SMX3	274	eligible	within_max_length
Q9SMY8	990	eligible	within_max_length
Q9SN12	301	eligible	within_max_length
Q9SN19	502	eligible	within_max_length
Q9SN23	247	eligible	within_max_length
Q9SN80	1011	eligible	within_max_length
Q9SN97	838	eligible	within_max_length
Q9SNA3	889	eligible	within_max_length
Q9SNB4	323	eligible	within_max_length
Q9SND6	342	eligible	within_max_length
Q9SP32	1909	excluded_length	sequence_exceeds_max_length
Q9SPI1	307	eligible	within_max_length
Q9SPK4	284	eligible	within_max_length
Q9SPU7	1123	excluded_length	sequence_exceeds_max_length
Q9SQI2	1173	excluded_length	sequence_exceeds_max_length
Q9SQR2	272	eligible	within_max_length
Q9SQT9	125	eligible	within_max_length
Q9SQX9	447	eligible	within_max_length
Q9SQY8	287	eligible	within_max_length
Q9SQZ0	584	eligible	within_max_length
Q9SR06	444	eligible	within_max_length
Q9SR07	330	eligible	within_max_length
Q9SR34	172	eligible	within_max_length
Q9SR37	524	eligible	within_max_length
Q9SR38	244	eligible	within_max_length
Q9SR71	539	eligible	within_max_length
Q9SR93	509	eligible	within_max_length
Q9SRH7	490	eligible	within_max_length
Q9SRI1	302	eligible	within_max_length
Q9SRL2	957	eligible	within_max_length
Q9SRL8	165	eligible	within_max_length
Q9SRQ3	248	eligible	within_max_length
Q9SRQ7	538	eligible	within_max_length
Q9SRQ8	356	eligible	within_max_length
Q9SRS2	235	eligible	within_max_length
Q9SRS5	217	eligible	within_max_length
Q9SRT3	682	eligible	within_max_length
Q9SRT9	357	eligible	within_max_length
Q9SRV1	465	eligible	within_max_length
Q9SRV7	306	eligible	within_max_length
Q9SRY3	120	eligible	within_max_length
Q9SS37	247	eligible	within_max_length
Q9SS94	820	eligible	within_max_length
Q9SSA8	358	eligible	within_max_length
Q9SSC7	210	eligible	within_max_length
Q9SSD1	496	eligible	within_max_length
Q9SSF8	541	eligible	within_max_length
Q9SSK9	335	eligible	within_max_length
Q9SSL9	1123	excluded_length	sequence_exceeds_max_length
Q9SSM7	209	eligible	within_max_length
Q9SSP5	516	eligible	within_max_length
Q9SSS9	234	eligible	within_max_length
Q9SSW0	193	eligible	within_max_length
Q9SSW1	245	eligible	within_max_length
Q9STE8	818	eligible	within_max_length
Q9STF1	276	eligible	within_max_length
Q9STF9	257	eligible	within_max_length
Q9STG1	204	eligible	within_max_length
Q9STG2	158	eligible	within_max_length
Q9STJ9	130	eligible	within_max_length
Q9STL2	490	eligible	within_max_length
Q9STL4	361	eligible	within_max_length
Q9STM3	1360	excluded_length	sequence_exceeds_max_length
Q9STP8	354	eligible	within_max_length
Q9STR4	447	eligible	within_max_length
Q9STS3	579	eligible	within_max_length
Q9STS6	328	eligible	within_max_length
Q9STT5	935	eligible	within_max_length
Q9STW3	213	eligible	within_max_length
Q9STX0	353	eligible	within_max_length
Q9STY0	227	eligible	within_max_length
Q9SU24	813	eligible	within_max_length
Q9SU25	649	eligible	within_max_length
Q9SU56	610	eligible	within_max_length
Q9SU67	208	eligible	within_max_length
Q9SU94	390	eligible	within_max_length
Q9SUA3	506	eligible	within_max_length
Q9SUA6	214	eligible	within_max_length
Q9SUB0	232	eligible	within_max_length
Q9SUC0	347	eligible	within_max_length
Q9SUD5	359	eligible	within_max_length
Q9SUH1	214	eligible	within_max_length
Q9SUK8	179	eligible	within_max_length
Q9SUL7	426	eligible	within_max_length
Q9SUM2	88	eligible	within_max_length
Q9SUN5	257	eligible	within_max_length
Q9SUP6	324	eligible	within_max_length
Q9SUQ8	187	eligible	within_max_length
Q9SUR5	228	eligible	within_max_length
Q9SUR6	422	eligible	within_max_length
Q9SUT6	329	eligible	within_max_length
Q9SUU8	377	eligible	within_max_length
Q9SUY9	451	eligible	within_max_length
Q9SV09	540	eligible	within_max_length
Q9SV15	325	eligible	within_max_length
Q9SV20	948	eligible	within_max_length
Q9SV31	286	eligible	within_max_length
Q9SV55	425	eligible	within_max_length
Q9SV74	176	eligible	within_max_length
Q9SVD5	282	eligible	within_max_length
Q9SVD7	146	eligible	within_max_length
Q9SVG9	191	eligible	within_max_length
Q9SVL6	203	eligible	within_max_length
Q9SVN2	800	eligible	within_max_length
Q9SVQ0	388	eligible	within_max_length
Q9SVQ3	517	eligible	within_max_length
Q9SVQ9	263	eligible	within_max_length
Q9SVT8	504	eligible	within_max_length
Q9SVU0	426	eligible	within_max_length
Q9SVW8	549	eligible	within_max_length
Q9SVX5	277	eligible	within_max_length
Q9SWA6	432	eligible	within_max_length
Q9SWG3	827	eligible	within_max_length
Q9SWI1	439	eligible	within_max_length
Q9SX27	452	eligible	within_max_length
Q9SX77	257	eligible	within_max_length
Q9SX97	209	eligible	within_max_length
Q9SXJ7	952	eligible	within_max_length
Q9SXL4	1207	excluded_length	sequence_exceeds_max_length
Q9SXS2	631	eligible	within_max_length
Q9SXS7	323	eligible	within_max_length
Q9SY29	382	eligible	within_max_length
Q9SY38	162	eligible	within_max_length
Q9SY69	913	eligible	within_max_length
Q9SYB9	404	eligible	within_max_length
Q9SYG2	383	eligible	within_max_length
Q9SYK4	1136	excluded_length	sequence_exceeds_max_length
Q9SYK5	627	eligible	within_max_length
Q9SYM2	299	eligible	within_max_length
Q9SYM5	669	eligible	within_max_length
Q9SYP1	2171	excluded_length	sequence_exceeds_max_length
Q9SYP2	614	eligible	within_max_length
Q9SYQ8	980	eligible	within_max_length
Q9SYS3	654	eligible	within_max_length
Q9SYS6	216	eligible	within_max_length
Q9SYT0	317	eligible	within_max_length
Q9SYU4	381	eligible	within_max_length
Q9SYX1	262	eligible	within_max_length
Q9SYX2	1029	excluded_length	sequence_exceeds_max_length
Q9SZ03	495	eligible	within_max_length
Q9SZ05	397	eligible	within_max_length
Q9SZ15	421	eligible	within_max_length
Q9SZ44	453	eligible	within_max_length
Q9SZ65	306	eligible	within_max_length
Q9SZ75	434	eligible	within_max_length
Q9SZB3	344	eligible	within_max_length
Q9SZD1	603	eligible	within_max_length
Q9SZD4	443	eligible	within_max_length
Q9SZE2	532	eligible	within_max_length
Q9SZF7	531	eligible	within_max_length
Q9SZI2	372	eligible	within_max_length
Q9SZI3	600	eligible	within_max_length
Q9SZI6	352	eligible	within_max_length
Q9SZJ6	228	eligible	within_max_length
Q9SZL5	302	eligible	within_max_length
Q9SZM3	484	eligible	within_max_length
Q9SZQ5	321	eligible	within_max_length
Q9SZR9	638	eligible	within_max_length
Q9SZU7	270	eligible	within_max_length
Q9T031	375	eligible	within_max_length
Q9T041	864	eligible	within_max_length
Q9T072	328	eligible	within_max_length
Q9T074	671	eligible	within_max_length
Q9T0A6	198	eligible	within_max_length
Q9T0A7	350	eligible	within_max_length
Q9T0A8	187	eligible	within_max_length
Q9T6H8	382	eligible	within_max_length
Q9XEA1	772	eligible	within_max_length
Q9XEC3	528	eligible	within_max_length
Q9XEC7	646	eligible	within_max_length
Q9XED8	638	eligible	within_max_length
Q9XEF1	371	eligible	within_max_length
Q9XF67	491	eligible	within_max_length
Q9XF88	287	eligible	within_max_length
Q9XF89	280	eligible	within_max_length
Q9XF91	265	eligible	within_max_length
Q9XF92	170	eligible	within_max_length
Q9XFB0	184	eligible	within_max_length
Q9XFD1	257	eligible	within_max_length
Q9XFM0	175	eligible	within_max_length
Q9XFR5	268	eligible	within_max_length
Q9XGM3	1217	excluded_length	sequence_exceeds_max_length
Q9XGZ3	115	eligible	within_max_length
Q9XI01	501	eligible	within_max_length
Q9XI07	807	eligible	within_max_length
Q9XI32	147	eligible	within_max_length
Q9XI36	384	eligible	within_max_length
Q9XI84	482	eligible	within_max_length
Q9XI87	438	eligible	within_max_length
Q9XI98	206	eligible	within_max_length
Q9XIB5	226	eligible	within_max_length
Q9XIC7	628	eligible	within_max_length
Q9XID3	829	eligible	within_max_length
Q9XIE3	155	eligible	within_max_length
Q9XII1	307	eligible	within_max_length
Q9XII4	231	eligible	within_max_length
Q9XIJ1	174	eligible	within_max_length
Q9XIN7	335	eligible	within_max_length
Q9XIP7	468	eligible	within_max_length
Q9XIR8	74	eligible	within_max_length
Q9ZNR6	314	eligible	within_max_length
Q9ZNT0	435	eligible	within_max_length
Q9ZNV8	156	eligible	within_max_length
Q9ZNV9	154	eligible	within_max_length
Q9ZNX9	517	eligible	within_max_length
Q9ZPE4	317	eligible	within_max_length
Q9ZPR7	390	eligible	within_max_length
Q9ZPS9	1143	excluded_length	sequence_exceeds_max_length
Q9ZPV7	221	eligible	within_max_length
Q9ZPX9	135	eligible	within_max_length
Q9ZQ46	683	eligible	within_max_length
Q9ZQ85	432	eligible	within_max_length
Q9ZQ87	356	eligible	within_max_length
Q9ZQC0	106	eligible	within_max_length
Q9ZQR3	868	eligible	within_max_length
Q9ZR02	154	eligible	within_max_length
Q9ZR04	302	eligible	within_max_length
Q9ZR12	585	eligible	within_max_length
Q9ZR14	250	eligible	within_max_length
Q9ZR79	659	eligible	within_max_length
Q9ZRD6	199	eligible	within_max_length
Q9ZRE2	205	eligible	within_max_length
Q9ZRF9	540	eligible	within_max_length
Q9ZRV4	737	eligible	within_max_length
Q9ZSA2	531	eligible	within_max_length
Q9ZSD4	346	eligible	within_max_length
Q9ZSJ6	116	eligible	within_max_length
Q9ZSK2	146	eligible	within_max_length
Q9ZSM8	856	eligible	within_max_length
Q9ZST4	196	eligible	within_max_length
Q9ZSZ8	330	eligible	within_max_length
Q9ZT48	632	eligible	within_max_length
Q9ZT50	155	eligible	within_max_length
Q9ZT63	398	eligible	within_max_length
Q9ZT91	454	eligible	within_max_length
Q9ZT92	569	eligible	within_max_length
Q9ZT96	541	eligible	within_max_length
Q9ZU25	503	eligible	within_max_length
Q9ZU51	147	eligible	within_max_length
Q9ZU82	197	eligible	within_max_length
Q9ZU90	292	eligible	within_max_length
Q9ZU93	458	eligible	within_max_length
Q9ZUB3	334	eligible	within_max_length
Q9ZUB5	241	eligible	within_max_length
Q9ZUC0	137	eligible	within_max_length
Q9ZUI8	374	eligible	within_max_length
Q9ZUI9	284	eligible	within_max_length
Q9ZUJ2	173	eligible	within_max_length
Q9ZUL5	763	eligible	within_max_length
Q9ZUM8	682	eligible	within_max_length
Q9ZUN5	270	eligible	within_max_length
Q9ZUW3	868	eligible	within_max_length
Q9ZV02	258	eligible	within_max_length
Q9ZV06	236	eligible	within_max_length
Q9ZV07	289	eligible	within_max_length
Q9ZV08	291	eligible	within_max_length
Q9ZV45	88	eligible	within_max_length
Q9ZV48	862	eligible	within_max_length
Q9ZV66	168	eligible	within_max_length
Q9ZV90	475	eligible	within_max_length
Q9ZVA4	441	eligible	within_max_length
Q9ZVH3	284	eligible	within_max_length
Q9ZVI3	286	eligible	within_max_length
Q9ZVI9	421	eligible	within_max_length
Q9ZVJ4	199	eligible	within_max_length
Q9ZVL8	161	eligible	within_max_length
Q9ZVM9	572	eligible	within_max_length
Q9ZVN6	653	eligible	within_max_length
Q9ZVP0	253	eligible	within_max_length
Q9ZVR7	1008	eligible	within_max_length
Q9ZVT7	322	eligible	within_max_length
Q9ZVX5	743	eligible	within_max_length
Q9ZVX8	278	eligible	within_max_length
Q9ZVY7	241	eligible	within_max_length
Q9ZW05	169	eligible	within_max_length
Q9ZW19	271	eligible	within_max_length
Q9ZW21	362	eligible	within_max_length
Q9ZW22	272	eligible	within_max_length
Q9ZW30	224	eligible	within_max_length
Q9ZW31	153	eligible	within_max_length
Q9ZWC8	1166	excluded_length	sequence_exceeds_max_length
Q9ZWJ9	664	eligible	within_max_length
Q9ZWS6	186	eligible	within_max_length
Q9ZWS7	206	eligible	within_max_length
